Date,Artist,Track,MinPlayed
2020-06-24 23:16,Moris,Escúchame Entre el Ruido,5.136666666666667
2020-06-24 23:18,Depeche Mode,Enjoy the Silence,2.3362333333333334
2020-06-25 03:17,Depeche Mode,Enjoy the Silence,1.7464833333333334
2020-06-25 03:21,Average White Band,Pick up the Pieces,3.9097666666666666
2020-06-25 03:24,Red Hot Chili Peppers,Road Trippin',3.4162166666666667
2020-06-25 03:26,The Beatles,Hey Jude - Remastered 2015,1.4644333333333333
2020-06-25 15:33,La Renga,La Razón Que Te Demora,4.413966666666667
2020-06-25 15:37,Gustavo Cerati,Cactus,3.9126666666666665
2020-06-25 15:42,Pink Floyd,The Great Gig in the Sky,4.7312
2020-06-25 15:46,Ambrosia,Holdin' on to Yesterday,4.332216666666667
2020-06-25 15:51,Red Hot Chili Peppers,Dark Necessities,5.033333333333333
2020-06-25 15:55,The Notorious B.I.G.,Hypnotize - 2014 Remaster,3.830433333333333
2020-06-25 15:55,Aerosmith,Dream On,0.2702333333333333
2020-06-25 15:59,Aerosmith,Dream On,4.179333333333333
2020-06-25 16:44,WOS,FRESCO,0.007466666666666667
2020-06-25 16:44,WOS,ALMA DINAMITA,0.13475
2020-06-25 16:44,Gorillaz,Tomorrow Comes Today,0.0
2020-06-25 16:44,WOS,TERRAZA,0.008516666666666667
2020-06-25 16:44,WOS,TERRAZA,0.13261666666666666
2020-06-25 16:48,WOS,MELÓN VINO,3.47265
2020-06-25 16:49,Charly García,No Me Dejan Salir,0.0085
2020-06-25 16:49,SERGEI,Dear Mr. M.M.,0.14473333333333332
2020-06-25 16:49,Blind Melon,Tones Of Home,0.013533333333333333
2020-06-25 16:49,Lisandro Aristimuño,Comen,0.6883
2020-06-25 16:49,Bob Dylan,Like a Rolling Stone,0.024366666666666665
2020-06-25 16:53,Blind Melon,Tones Of Home,4.4471
2020-06-25 16:58,Charly García,No Me Dejan Salir,4.386666666666667
2020-06-25 17:03,The Rolling Stones,I Can't Quit You Baby,5.217333333333333
2020-06-25 17:09,Guns N' Roses,Patience,5.906666666666666
2020-06-25 17:14,La Renga,Balada Del Diablo y La Muerte,5.606
2020-06-25 17:18,Soda Stereo,Te Para 3 - MTV Unplugged,4.116666666666666
2020-06-25 17:23,Red Hot Chili Peppers,Encore,4.247766666666666
2020-06-25 17:26,Jim Morrison,An American Prayer,3.0733333333333333
2020-06-25 17:31,Soda Stereo,Nada Personal - Remasterizado 2007,4.876216666666667
2020-06-25 17:34,Soda Stereo,Sobredosis de T.V. - Remasterizado 2007,2.8358
2020-06-26 01:10,Soda Stereo,Sobredosis de T.V. - Remasterizado 2007,1.3142666666666667
2020-06-26 01:17,The Who,Who Are You,6.360433333333333
2020-06-26 01:23,The Rolling Stones,Time Waits For No One - Remastered,6.6351
2020-06-26 02:04,Jorge Drexler,Quimera,1.1443666666666668
2020-06-26 19:46,Eminem,The Real Slim Shady,0.6556333333333333
2020-06-26 22:08,La Renga,El Revelde,3.7377666666666665
2020-06-26 22:09,La Renga,Anaximandro,0.1559
2020-06-26 22:30,Eminem,The Real Slim Shady,0.11661666666666666
2020-06-26 22:35,La Renga,Cuando Estés Acá,4.92955
2020-06-26 22:40,La Renga,El Final Es En Donde Partí,4.60955
2020-06-26 22:45,La Renga,El Revelde,4.962866666666667
2020-06-26 22:49,La Renga,La Razón Que Te Demora,4.22785
2020-06-26 22:52,WOS,MELÓN VINO,2.9399
2020-06-26 22:55,WOS,NO VA A BAJAR,3.3711333333333333
2020-06-26 22:57,La Vela Puerca,El Viejo,0.0103
2020-06-26 22:57,Los Piojos,Canción de Cuna,1.615
2020-06-26 22:57,Los Abuelos De La Nada,Mil Horas,0.016
2020-06-26 23:00,Rodrigo,Ocho Cuarenta,2.790383333333333
2020-06-26 23:02,El Kuelgue,Parque Acuático,2.8774333333333333
2020-06-26 23:03,WOS,OJERAS NEGRAS,0.716
2020-06-26 23:07,Leon Bridges,Bad Bad News,3.3372333333333333
2020-06-27 00:45,Leon Bridges,Bad Bad News,0.07275
2020-06-27 00:46,The Notorious B.I.G.,Juicy - 2005 Remaster,1.48955
2020-06-27 00:47,INXS,Never Tear Us Apart,0.45355
2020-06-27 00:50,NAFTA,Vos No,3.6792
2020-06-27 00:50,The Notorious B.I.G.,Just Playing (Dreams) - 2005 Remaster,0.06828333333333333
2020-06-27 00:57,Eagles,Hotel California - 2013 Remaster,6.5229333333333335
2020-06-27 01:02,Daft Punk,Fragments of Time (feat. Todd Edwards),4.662883333333333
2020-06-27 01:06,Red Hot Chili Peppers,Charlie,4.62555
2020-06-27 01:11,Red Hot Chili Peppers,Encore,4.247766666666666
2020-06-27 01:15,Red Hot Chili Peppers,Dani California,4.7026666666666666
2020-06-27 01:19,U2,Beautiful Day,4.14
2020-06-27 01:24,The Rolling Stones,Beast Of Burden - Remastered,4.41955
2020-06-27 01:28,Dire Straits,Money For Nothing - Edit,4.114
2020-06-27 01:32,The Police,Every Little Thing She Does Is Magic,4.342883333333333
2020-06-27 01:38,Santana,Black Magic Woman / Gypsy Queen,5.32955
2020-06-27 01:39,Cream,Sunshine Of Your Love,0.13776666666666668
2020-06-27 01:39,Eric Clapton,Riding with the King,1.0982333333333334
2020-06-27 01:42,Loyle Carner,Damselfly,2.87755
2020-06-27 01:48,Kalabrese,Purple Rose,6.6207666666666665
2020-06-27 01:51,Queen,Cool Cat - Remastered 2011,2.1843666666666666
2020-06-27 01:51,Bill Withers,Lovely Day,0.03675
2020-06-27 01:55,Sumo,Fiebre (Fever),3.9102166666666665
2020-06-27 01:59,Red Hot Chili Peppers,Monarchy of Roses,4.196666666666666
2020-06-27 02:07,Daft Punk,Giorgio by Moroder,8.097116666666667
2020-06-27 02:07,Morbo y Mambo,Pomán,0.04836666666666667
2020-06-27 02:11,Stevie Wonder,Sir Duke,3.8793333333333333
2020-06-27 02:13,Luis Alberto Spinetta,Seguir Viviendo Sin Tu Amor,2.6811
2020-06-27 02:16,Fito Paez,11 Y 6,2.9711
2020-06-27 02:20,Soda Stereo,Cuando Pase El Temblor - Remasterizado 2007,3.8193333333333332
2020-06-27 02:25,Daft Punk,Give Life Back to Music,4.589766666666667
2020-06-27 02:28,Guns N' Roses,It's So Easy,3.378216666666667
2020-06-27 02:33,Ciro y los Persas,Me Gusta,4.818216666666666
2020-06-27 02:38,George Harrison,My Sweet Lord - Remastered 2014,4.6871
2020-06-27 02:42,Santana,Samba Pa Ti,0.07391666666666667
2020-06-27 02:42,The Rolling Stones,Streets Of Love - Remastered 2009,4.576033333333333
2020-06-27 02:58,WOS,CANGURO,0.09173333333333333
2020-06-27 02:59,Pablo Chill-E,LA MANTECA - REMIX,0.8695833333333334
2020-06-27 03:01,Blunted Vato,Superman Sin Capa - Remix,2.37655
2020-06-27 03:01,Alex Yarmak,Slum Lord,0.06713333333333334
2020-06-27 03:01,Alex Yarmak,Slum Lord,0.014316666666666667
2020-06-27 03:01,Øresund Space Collective,Lord of Slumber,0.0
2020-06-27 03:01,Slum Lordz,Influence,0.0
2020-06-27 03:01,Mega Drive,Slum Lord,0.015466666666666667
2020-06-27 03:01,HEALTH,SLUM LORD,0.006183333333333333
2020-06-27 03:01,Alex Yarmak,Slum Lord,0.0
2020-06-27 03:07,Neon Indian,Slumlord,5.259916666666666
2020-06-27 03:10,LCD Soundsystem,Daft Punk Is Playing at My House,3.3034166666666667
2020-06-27 03:10,The Wailers,"Get Up, Stand Up",0.022433333333333333
2020-06-27 03:10,Pink Floyd,"Another Brick in the Wall, Pt. 3",0.016633333333333333
2020-06-27 03:11,Manu Chao,Bongo Bong,0.009666666666666667
2020-06-27 03:11,Gorillaz,DARE,0.011216666666666666
2020-06-27 03:11,Gorillaz,Kids with Guns,0.7716666666666666
2020-06-27 03:11,Pescado Rabioso,Todas las Hojas Son del Viento,0.016633333333333333
2020-06-27 03:11,Cream,Crossroads - Live,0.0263
2020-06-27 03:11,Led Zeppelin,Whole Lotta Love - 1990 Remaster,0.022816666666666666
2020-06-27 03:11,Santana,Corazon Espinado (feat. Mana),0.01005
2020-06-27 03:11,U2,Staring At The Sun,0.01315
2020-06-27 03:13,Manu Chao,Bongo Bong,2.640433333333333
2020-06-27 03:14,Cream,Crossroads - Live,0.4553333333333333
2020-06-27 03:17,The Beatles,"Hello, Goodbye - Remastered 2009",0.06695
2020-06-27 03:17,La Renga,El Revelde,2.787166666666667
2020-06-27 03:17,Daft Punk,Around the World - Radio Edit [Radio Edit],0.014316666666666667
2020-06-27 03:17,Babasónicos,Irresponsables,0.0383
2020-06-27 03:19,Bob Marley & The Wailers,One Love / People Get Ready - Medley,2.075466666666667
2020-06-27 03:19,Soda Stereo,En La Ciudad De La Furia - Remasterizado 2007,0.54025
2020-06-27 03:20,Fleetwood Mac,"Big Love - Live at Warner Brothers Studios in Burbank, CA 5/23/97",0.26238333333333336
2020-06-27 03:24,La Vela Puerca,Va A Escampar,4.692216666666667
2020-06-27 03:28,Depeche Mode,Strangelove,3.74155
2020-06-27 03:32,Cypress Hill,Insane in the Brain,3.4711
2020-06-27 03:33,Filet of Soul,Copperpot,1.4226666666666667
2020-06-27 03:36,Los Abuelos De La Nada,Costumbres Argentinas - En Vivo,3.050316666666667
2020-06-27 03:39,Bob Marley & The Wailers,Three Little Birds,3.0044333333333335
2020-06-27 03:40,Invisible,Los Libros de la Buena Memoria,0.39518333333333333
2020-06-27 03:43,Bob Marley & The Wailers,Could You Be Loved,3.95
2020-06-27 03:47,Bob Marley & The Wailers,Pimper's Paradise,3.4628833333333335
2020-06-27 03:50,Bob Marley & The Wailers,Time Will Tell,3.4208833333333333
2020-06-27 03:51,Bob Marley & The Wailers,Redemption Song,0.8901166666666667
2020-06-27 03:51,Queen,Cool Cat - Remastered 2011,0.010433333333333333
2020-06-27 03:56,Drake,Passionfruit,4.50815
2020-06-27 03:56,CoryaYo,Easylike,0.6435666666666666
2020-06-27 03:57,Ray Charles,Yes Indeed! - 2016 Mono Remaster,0.06191666666666667
2020-06-27 03:57,Ray Charles,Some Day Baby - 2016 Mono Remaster,0.07816666666666666
2020-06-27 03:58,Ray Charles,Sweet Sixteen Bars - 2016 Mono Remaster,1.8517833333333333
2020-06-27 04:01,WOS,MELÓN VINO,2.9399
2020-06-27 04:03,SERGEI,BOY,1.3300166666666666
2020-06-27 04:03,WOS,ALMA DINAMITA,0.0174
2020-06-27 04:06,WOS,FRESCO,2.8383666666666665
2020-06-27 04:08,WOS,ANDRÓMEDA,2.7102
2020-06-27 04:08,Luis Miguel,Ahora Te Puedes Marchar,0.1339
2020-06-27 04:11,Mac Miller,Dang! (feat. Anderson .Paak),2.9880166666666668
2020-06-27 04:12,La Vela Puerca,Va A Escampar,0.35331666666666667
2020-06-27 04:13,Calle 13,Muerte En Hawaii,0.8134666666666667
2020-06-27 04:13,Bersuit Vergarabat,Toco Y Me Voy,0.46826666666666666
2020-06-27 04:17,La Renga,La Razón Que Te Demora,4.413966666666667
2020-06-27 04:23,La Renga,Triste Canción De Amor,5.1231
2020-06-27 04:25,La Renga,Al Que He Sangrado,2.5928833333333334
2020-06-27 04:28,La Renga,Tripa Y Corazón,2.8548833333333334
2020-06-27 04:34,La Renga,Blues Cardíaco - En Directo Desde Estadio De Huracán Buenos Aires / 2001,5.7731
2020-06-27 04:38,La Renga,Las Cosas Que Hace,4.331716666666667
2020-06-27 04:42,La Renga,Corazón Fugitivo,3.93355
2020-06-27 04:46,La Renga,Bien Alto,3.4406666666666665
2020-06-27 04:47,La Renga,En El Baldío,1.1035
2020-06-27 04:50,El Kuelgue,Parque Acuático,2.8774333333333333
2020-06-27 04:52,Jimi Hendrix,Purple Haze,2.8468833333333334
2020-06-27 04:54,Usted Señalemelo,Agua Marfil,0.0178
2020-06-27 04:54,The Rolling Stones,Waiting On A Friend - Remastered,1.7354333333333334
2020-06-27 04:55,Queen,Cool Cat - Remastered 2011,0.22523333333333334
2020-06-27 04:55,The Rolling Stones,Start Me Up - Remastered,0.62925
2020-06-27 04:59,Harold van Lennep,Liberation - Radio Edit,0.018133333333333335
2020-06-27 04:59,Philip Bailey,Easy Lover,1.6712666666666667
2020-06-27 05:04,Curtis Mayfield,Pusherman,5.056433333333334
2020-06-27 05:07,Lenny Kravitz,Again,3.8611
2020-06-27 05:09,The Rolling Stones,"Paint It, Black",0.9985666666666667
2020-06-27 17:42,The Rolling Stones,Infamy - Remastered,0.0023166666666666665
2020-06-27 17:45,Militantes del Climax,Hit Hot,2.8759
2020-06-27 17:48,Los Abuelos De La Nada,Lunes Por La Madrugada,3.2371
2020-06-27 17:49,Pink Floyd,The Thin Ice,1.1667833333333333
2020-06-27 17:52,Jorge Drexler,Silencio,3.4664333333333333
2020-06-27 17:56,Tame Impala,Feels Like We Only Go Backwards,3.216
2020-06-27 18:00,Depeche Mode,Martyr,0.01315
2020-06-27 18:00,Daft Punk,Digital Love,0.009666666666666667
2020-06-27 18:00,Pink Floyd,Have a Cigar,4.434066666666666
2020-06-27 18:05,Queen,A Kind Of Magic - Remastered 2011,4.404216666666667
2020-06-27 18:08,Soda Stereo,Trátame Suavemente - Remasterizado 2007,3.3466666666666667
2020-06-27 18:10,Colayuta,Plata O Plomo,0.7531
2020-06-27 18:10,Intoxicados,Una Vela,1.4937166666666666
2020-06-27 18:15,Drake,Toosie Slide,4.117633333333333
2020-06-27 18:17,the Drumlord,Shelter Jazz,2.2857
2020-06-27 18:22,Total Giovanni,When We Break,4.738783333333333
2020-06-27 18:26,Marvin Gaye,Sexual Healing,3.9766666666666666
2020-06-27 18:30,Anti Lilly,Grow,4.301066666666666
2020-06-27 18:35,Blur,Ghost Ship,4.98555
2020-06-27 18:39,Jungle,Casio,3.90615
2020-06-27 18:42,Rag'n'Bone Man,Daylight Fading,3.5810333333333335
2020-06-27 18:46,Blundetto,Sunset Stroll,3.7722166666666666
2020-06-27 18:47,L'Impératrice,Agitations tropicales,0.91785
2020-06-27 20:07,Blunted Vato,Superman Sin Capa - Remix,0.7822166666666667
2020-06-27 20:18,Blunted Vato,Superman Sin Capa - Remix,0.0014166666666666668
2020-06-27 20:18,Blunted Vato,Superman Sin Capa - Remix,0.6645333333333333
2020-06-27 20:18,Blunted Vato,Superman Sin Capa - Remix,0.00995
2020-06-28 16:16,Blunted Vato,Superman Sin Capa - Remix,0.03791666666666667
2020-06-28 16:18,Bob Marley & The Wailers,Jamming,2.7538833333333335
2020-06-28 16:21,Iron Maiden,The Number of the Beast - 2015 Remaster,2.28715
2020-06-28 16:21,"Earth, Wind & Fire",Sing a Song,0.14898333333333333
2020-06-28 16:27,Michael Jackson,Don't Stop 'Til You Get Enough,6.0911
2020-06-28 16:29,Lipps Inc.,Funkytown - Single Version,2.1424666666666665
2020-06-28 16:45,KC & The Sunshine Band,That's the Way (I Like It) - 2004 Remaster,0.14783333333333334
2020-06-28 16:49,La Renga,La Razón Que Te Demora,4.413966666666667
2020-06-28 17:06,La Renga,El Revelde,3.7377666666666665
2020-06-28 17:12,La Renga,A Tu Lado,3.2764166666666665
2020-06-28 17:16,La Renga,Caricias de Asfalto,3.7841666666666667
2020-06-28 17:21,La Renga,Motoralmaisangre - En Directo Desde Estadio De Huracán Buenos Aires / 2001,3.943766666666667
2020-06-28 17:24,La Renga,Somos Los Mismos De Siempre,3.2066666666666666
2020-06-28 17:28,La Renga,Veneno,4.14
2020-06-28 17:32,La Renga,Día de Sol,3.9931
2020-06-28 17:35,La Renga,Un Tiempo Fuera De Casa - En Directo Desde Estadio De Huracán Buenos Aires / 2001,2.89555
2020-06-28 17:41,La Renga,Hablando De La Libertad,6.15
2020-06-28 17:44,La Renga,"Negra Mi Alma, Negro Mi Corazón - Live",2.5322
2020-06-28 17:45,La Renga,"Negra Mi Alma, Negro Mi Corazón - Live",0.09055
2020-06-28 17:45,La Renga,Hablando De La Libertad,0.05495
2020-06-28 17:45,La Renga,Un Tiempo Fuera De Casa - En Directo Desde Estadio De Huracán Buenos Aires / 2001,0.2678
2020-06-28 17:46,La Renga,Veneno,0.0236
2020-06-28 17:46,La Renga,A Tu Lado,0.10448333333333333
2020-06-28 17:46,La Renga,Somos Los Mismos De Siempre,0.14705
2020-06-28 17:46,La Renga,Motoralmaisangre - En Directo Desde Estadio De Huracán Buenos Aires / 2001,0.03443333333333334
2020-06-28 17:46,La Renga,La Razón Que Te Demora,0.09713333333333334
2020-06-28 17:46,La Renga,Caricias de Asfalto,0.15866666666666668
2020-06-28 17:46,La Renga,Día de Sol,0.0534
2020-06-28 17:49,WOS,MELÓN VINO,2.9399
2020-06-28 17:51,Perras on the beach,Municipálida,1.4654666666666667
2020-06-28 18:12,Real Estate,Crime,0.0147
2020-06-28 18:12,Anti Lilly,It's Nice Outside,0.03598333333333333
2020-06-28 18:12,The Beatles,Eleanor Rigby - Remastered 2009,0.017016666666666666
2020-06-28 18:12,Cream,White Room,0.015466666666666667
2020-06-28 18:12,U2,I Still Haven't Found What I'm Looking For,0.011983333333333334
2020-06-28 18:12,U2,I Still Haven't Found What I'm Looking For,0.019733333333333332
2020-06-28 18:12,Guns N' Roses,Nightrain,0.03985
2020-06-28 18:12,The Cure,Boys Don't Cry,0.012383333333333333
2020-06-28 18:14,The Beatles,Eleanor Rigby - Remastered 2009,2.1088833333333334
2020-06-28 18:16,The Rolling Stones,Ventilator Blues,0.011983333333333334
2020-06-28 18:16,Cream,White Room,0.013916666666666667
2020-06-28 18:16,U2,I Still Haven't Found What I'm Looking For,2.66375
2020-06-28 18:16,Arctic Monkeys,Mardy Bum,0.012383333333333333
2020-06-28 18:17,Sting,Shape Of My Heart,0.21206666666666665
2020-06-28 18:17,The Beatles,When I'm Sixty Four - Remastered 2009,0.012766666666666667
2020-06-28 18:17,Granata,You Dont Need Me,0.049916666666666665
2020-06-28 18:17,Alan Sutton y las criaturitas de la ansiedad,Anita,0.03521666666666667
2020-06-28 18:17,Gustavo Cerati,Puente,0.013533333333333333
2020-06-28 18:21,La Vela Puerca,Zafar,4.366666666666666
2020-06-28 18:25,Bersuit Vergarabat,Toco Y Me Voy,4.16555
2020-06-28 18:29,Calle 13,Muerte En Hawaii,3.164433333333333
2020-06-28 18:32,El Kuelgue,Parque Acuático,2.8774333333333333
2020-06-28 18:35,New Order,Bizarre Love Triangle,0.0147
2020-06-28 18:35,The Beatles,Come Together - Remastered 2009,0.013916666666666667
2020-06-28 18:35,Booker T. & the M.G.'s,Green Onions,2.299383333333333
2020-06-28 18:35,Los Espiritus,Huracanes,0.013916666666666667
2020-06-28 18:35,Manu Chao,Trapped By Love,0.01315
2020-06-28 18:35,The Whitest Boy Alive,Burning,0.012383333333333333
2020-06-28 18:35,Eric Clapton,Someday,0.011983333333333334
2020-06-28 19:01,Eric Clapton,Someday,3.14745
2020-06-28 19:28,The Beatles,Come Together - Remastered 2009,3.1215333333333333
2020-06-28 19:31,Militantes del Climax,Jazz Funk,0.0019333333333333333
2020-06-28 19:31,El Kuelgue,Circunvalación,3.4415833333333334
2020-06-28 19:32,Charly García,Tu Amor,0.0681
2020-06-28 19:35,WOS,CANGURO,3.2790833333333333
2020-06-28 19:38,Jorge Drexler,Pongamos que hablo de Martínez,3.0408833333333334
2020-06-28 19:40,Sumo,No Tan Distintos,2.661766666666667
2020-06-28 19:46,Pescado Rabioso,Cantata de Puentes Amarillos,2.2653666666666665
2020-06-29 00:15,Pescado Rabioso,Cantata de Puentes Amarillos,6.8675
2020-06-29 00:15,WOS,ALMA DINAMITA,0.014216666666666667
2020-06-29 00:15,Los Piojos,Todo Pasa,0.012433333333333333
2020-06-29 00:15,Los Piojos,Todo Pasa,0.037333333333333336
2020-06-29 00:15,Gustavo Cerati,Cactus,0.5257666666666667
2020-06-29 00:16,WOS,ALMA DINAMITA,0.6257666666666667
2020-06-29 03:55,Stevie Wonder,For Once In My Life,0.020266666666666665
2020-06-29 03:55,Stevie Wonder,For Once In My Life,0.01635
2020-06-29 03:55,The Rolling Stones,Melody - Remastered,0.014566666666666667
2020-06-29 03:55,Santana,Soul Sacrifice,0.021683333333333332
2020-06-29 03:55,Los Piojos,El Farolito,0.023816666666666667
2020-06-29 03:55,Spinetta Y Los Socios Del Desierto,Cuenta en el Sol,0.01315
2020-06-29 03:55,Spinetta Y Los Socios Del Desierto,Cuenta en el Sol,0.014216666666666667
2020-06-29 03:59,Arnau Griso,Es gratis - Acústico,3.3846666666666665
2020-06-29 04:02,The Beatles,Day Tripper - Remastered 2015,2.816666666666667
2020-06-29 04:06,Martín Buscaglia,"Cerebro, Orgasmo, Envidia & Sofía",4.670883333333333
2020-06-29 04:07,J. Cole,Fire Squad,0.5989333333333333
2020-06-29 15:55,La Renga,Veneno,4.14
2020-06-29 15:57,Ray Charles,It's All Right - 2016 Mono Remaster,1.6353666666666666
2020-06-29 16:00,La Renga,Somos Los Mismos De Siempre,3.2066666666666666
2020-06-29 16:01,Dio,Don't Talk To Strangers,1.3767333333333334
2020-06-29 16:04,WOS,FRESCO,2.8383666666666665
2020-06-29 16:04,Ray Charles,When Your Lover Has Gone - 2016 Mono Remaster,0.24618333333333334
2020-06-29 16:06,Anti Lilly,Grow,1.3425
2020-06-29 16:10,Drake,Toosie Slide,4.117633333333333
2020-06-29 16:11,Anti Lilly,Nobody's Perfect,0.7536833333333334
2020-06-29 16:15,Rag'n'Bone Man,Daylight Fading,3.5810333333333335
2020-06-29 16:21,Camel Power Club,Fisher,5.4091
2020-06-29 16:26,Delegation,Oh Honey,5.659283333333334
2020-06-29 18:52,Michael Jackson,Beat It,0.03211666666666667
2020-06-29 18:52,Delegation,Oh Honey,0.06461666666666667
2020-06-29 18:56,Sui Generis,Canción para Mi Muerte,3.5984333333333334
2020-06-29 19:00,Pappo,Rock and Roll y Fiebre,3.8651
2020-06-29 19:04,The Sugarhill Gang,Rappers Delight,3.9186666666666667
2020-06-29 19:08,Mac Miller,Ladders,4.784
2020-06-29 19:13,The Police,Walking On The Moon,5.013766666666666
2020-06-29 19:16,Arctic Monkeys,Fake Tales Of San Francisco,2.9657666666666667
2020-06-29 19:20,Gorillaz,Feel Good Inc.,3.7106666666666666
2020-06-29 19:26,The Rolling Stones,If I Was A Dancer (Dance Pt. 2) - Remastered,5.839766666666667
2020-06-29 19:29,Eric Clapton,They Call Me The Breeze,3.1089
2020-06-29 19:31,Spinetta Y Los Socios Del Desierto,Cheques,0.02205
2020-06-29 19:31,Guns N' Roses,So Fine,0.0147
2020-06-29 19:31,Jamiroquai,You Give Me Something,0.014316666666666667
2020-06-29 19:31,Jamiroquai,Cosmic Girl - Remastered,0.015466666666666667
2020-06-29 19:31,TOTO,Rosanna,0.013916666666666667
2020-06-29 19:31,Red Hot Chili Peppers,If You Have to Ask,0.013533333333333333
2020-06-29 19:31,Pink Floyd,Brain Damage,0.015466666666666667
2020-06-29 19:31,Molotov,Gimme Tha Power,0.015083333333333334
2020-06-29 19:31,Los Abuelos De La Nada,Sin Gamulán,0.0178
2020-06-29 19:31,Led Zeppelin,All My Love - Remaster,2.1584166666666667
2020-06-29 19:32,Soda Stereo,Juegos De Seducción - Remasterizado 2007,0.05416666666666667
2020-06-29 19:32,Bob Marley & The Wailers,Is This Love,0.03133333333333333
2020-06-29 19:35,Soda Stereo,Juegos De Seducción - Remasterizado 2007,0.056666666666666664
2020-06-29 19:35,Bob Marley & The Wailers,Is This Love,3.87
2020-06-29 22:08,Soda Stereo,Signos - Remasterizado 2007,0.01315
2020-06-29 22:08,The Rolling Stones,Wild Horses - 2009 Mix,0.012383333333333333
2020-06-29 22:08,Simon & Garfunkel,April Come She Will,0.013916666666666667
2020-06-29 22:08,Soda Stereo,Juegos De Seducción - Remasterizado 2007,0.029016666666666666
2020-06-29 22:08,Gorillaz,Clint Eastwood,0.015466666666666667
2020-06-29 22:09,The Rolling Stones,Shake Your Hips,0.012766666666666667
2020-06-29 22:09,Pescado Rabioso,Por,0.020883333333333334
2020-06-29 22:09,Sumo,Crua Chan,0.01315
2020-06-29 22:13,The Police,So Lonely,4.826433333333333
2020-06-29 22:19,Guns N' Roses,Dust N' Bones,4.969333333333333
2020-06-29 22:23,J. Cole,Wet Dreamz,3.9886666666666666
2020-06-29 22:27,TOTO,Hold the Line,3.9257666666666666
2020-06-29 22:35,Jamiroquai,Love Foolosophy (with Beverley Knight) - Radio Edit,0.017766666666666667
2020-06-29 22:35,U2,One,0.017766666666666667
2020-06-29 22:35,INXS,New Sensation,0.009583333333333333
2020-06-29 22:35,Joy Division,Love Will Tear Us Apart,3.3440833333333333
2020-06-29 22:38,Jamiroquai,Love Foolosophy (with Beverley Knight) - Radio Edit,3.74155
2020-06-29 22:39,INXS,New Sensation,1.0042333333333333
2020-06-29 22:40,Intoxicados,Esta Saliendo El Sol,0.2705666666666667
2020-06-29 22:40,Pink Floyd,One of My Turns,0.011016666666666666
2020-06-29 22:40,Guns N' Roses,Sympathy For The Devil,0.015283333333333333
2020-06-29 22:42,Charly García,Demoliendo Hoteles,2.2662166666666668
2020-06-29 22:45,Invisible,Dios de Adolescencia,2.7577666666666665
2020-06-29 22:47,Pink Floyd,Mother,1.60395
2020-06-30 03:20,Blur,Ghost Ship,4.98555
2020-06-30 03:24,The Sugarhill Gang,Rappers Delight,3.9186666666666667
2020-06-30 03:27,Leon Bridges,Bad Bad News,3.4551
2020-06-30 03:28,MGMT,Time to Pretend,0.4164333333333333
2020-06-30 03:30,The Rolling Stones,Like A Rolling Stone - Edit,2.550316666666667
2020-06-30 03:34,Stevie Wonder,I Wish,4.206216666666666
2020-06-30 03:36,Arctic Monkeys,When The Sun Goes Down,1.8133333333333332
2020-06-30 03:36,David Holmes,Foley Part 2,0.016633333333333333
2020-06-30 03:36,Sting,It's Probably Me,0.015866666666666668
2020-06-30 03:36,Led Zeppelin,Black Dog - Remaster,0.021666666666666667
2020-06-30 03:36,The Werks,Music,0.027083333333333334
2020-06-30 03:36,Guns N' Roses,Civil War,0.015466666666666667
2020-06-30 03:36,Bob Moses,Tearing Me Up - Edit,0.015466666666666667
2020-06-30 03:36,Bob Marley & The Wailers,Is This Love - Montmartre Remix,0.018183333333333333
2020-06-30 03:39,Santana,Black Magic Woman - Single Version,3.2744333333333335
2020-06-30 03:43,Eric Clapton,Cocaine,3.694
2020-06-30 03:44,Franz Ferdinand,Take Me Out,0.03095
2020-06-30 03:44,Daft Punk,Lose Yourself to Dance (feat. Pharrell Williams),1.22275
2020-06-30 03:44,AC/DC,Highway to Hell,0.0178
2020-06-30 03:45,The Rolling Stones,Sweet Virginia,0.20626666666666665
2020-06-30 03:50,Red Hot Chili Peppers,Californication,5.49555
2020-06-30 03:53,Los Abuelos De La Nada,Mil Horas,2.8057333333333334
2020-06-30 03:57,The Jacksons,Blame It on the Boogie,3.57
2020-06-30 03:59,Invisible,Perdonado (Niño Condenado),2.5650833333333334
2020-06-30 04:02,Luis Miguel,Ahora Te Puedes Marchar,3.19955
2020-06-30 04:03,Los Espiritus,Perdida En El Fuego,0.02205
2020-06-30 04:03,Bill Withers,Use Me,0.024766666666666666
2020-06-30 04:03,The Cure,Inbetween Days,0.0174
2020-06-30 04:03,Usted Señalemelo,Big Bang,0.0236
2020-06-30 04:03,Pink Floyd,Wish You Were Here,0.006183333333333333
2020-06-30 04:03,Pink Floyd,Wish You Were Here,0.24883333333333332
2020-06-30 04:03,Soda Stereo,Zona De Promesas - Remasterizado 2007,0.011983333333333334
2020-06-30 04:03,Depeche Mode,Personal Jesus - Single Version,0.018566666666666665
2020-06-30 04:03,Steely Dan,Dirty Work,0.042166666666666665
2020-06-30 04:03,Soda Stereo,Prófugos - Remasterizado 2007,0.021283333333333335
2020-06-30 04:03,Soda Stereo,Prófugos - Remasterizado 2007,0.03095
2020-06-30 04:03,Charly García,Fanky,0.03095
2020-06-30 04:03,Moris,Ayer Nomás,0.028633333333333334
